"","player_name","nameFirst","nameLast","season","pass_defended","total_intercept","total_fumble_forced","total_assist_tackle","total_sack","total_solo_tackle","position","posteam","posteam_type","defteam","total_pos_time_in_minutes_per_game"
"53733","M.Humphrey","Myles","Humphrey",2017,1,NA,NA,NA,NA,2,"DE","CLE","away","BAL",31.0030797101449
"53736","M.Humphrey","Marlon","Humphrey",2018,NA,NA,1,1,NA,3,"DB","CLE","home","BAL",36.925873015873
"53747","M.Humphrey","Myles","Humphrey",2018,NA,NA,NA,1,NA,3,"DE","KC","home","BAL",34.6744837758112
"53750","M.Humphrey","Marlon","Humphrey",2017,NA,NA,NA,NA,NA,1,"DB","MIN","home","BAL",30.4178571428571
"53761","M.Humphrey","Myles","Humphrey",2017,NA,NA,NA,NA,NA,5,"DE","PIT","home","BAL",34.980505952381
"53764","M.Humphrey","Marlon","Humphrey",2018,4,1,NA,1,NA,1,"DB","TB","away","BAL",24.6441025641026
"53775","M.Hunt","Margus","Hunt",2018,1,NA,NA,1,NA,NA,"DE","BUF","away","IND",31.387323943662
"53789","M.Hunt","Margus","Hunt",2017,NA,NA,NA,NA,0,NA,"DE","HOU","home","IND",31.6212962962963
"53803","M.Hunt","Margus","Hunt",2018,NA,NA,NA,NA,NA,2,"DE","MIA","away","IND",25.8939189189189
"53848","M.Hyde","Micah","Hyde",2017,1,NA,NA,2,NA,3,"DB","DEN","away","BUF",28.191935483871
"53862","M.Hyde","Micah","Hyde",2018,1,NA,NA,NA,NA,7,"DB","MIN","home","BUF",35.6552742616034
"53908","M.Ingram","Melvin","Ingram",2017,NA,NA,NA,2,3,4,"LB","KC","away","LAC",33.4117370892019
"53950","M.Ingram","Melvin","Ingram",2017,NA,NA,NA,2,0,1,"LB","PHI","away","LAC",31.9286458333333
"53967","M.Jack","Myles","Jack",2017,1,NA,NA,1,NA,1,"OLB","CLE","home","JAX",32.3259523809524
"53981","M.Jack","Myles","Jack",2018,NA,NA,NA,NA,NA,4,"OLB","NYJ","away","JAX",33.0795555555556
"54030","M.Jackson","Marlin","Jackson",2018,NA,NA,NA,NA,NA,3,"DB","BUF","home","JAX",32.6582304526749
"54076","M.Jackson","Malik","Jackson",2018,NA,NA,NA,NA,NA,4,"LB","DAL","home","JAX",30.1641843971631
"54139","M.Jackson","Marquis","Jackson",2017,1,NA,NA,NA,1,1,"DE","IND","away","JAX",35.0672549019608
"54142","M.Jackson","Mike","Jackson",2017,1,NA,NA,NA,1,1,"DB","IND","away","JAX",35.0672549019608
"54156","M.Jackson","Malcolm","Jackson",2018,NA,NA,NA,NA,NA,1,"DB","IND","away","JAX",30.3030797101449
"54167","M.Jackson","Malik","Jackson",2017,NA,NA,1,1,3,4,"DE","IND","home","JAX",33.8601364522417
"54240","M.Jackson","Marlin","Jackson",2018,NA,NA,NA,NA,0,1,"DB","NE","away","JAX",29.8636363636364
"54286","M.Jackson","Malik","Jackson",2017,NA,NA,NA,NA,NA,1,"LB","NYJ","home","JAX",36.5788888888889
"54349","M.Jackson","Marquis","Jackson",2017,NA,NA,NA,1,NA,2,"DE","SF","home","JAX",30.3823970037453
"54352","M.Jackson","Mike","Jackson",2017,NA,NA,NA,1,NA,2,"DB","SF","home","JAX",30.3823970037453
"54366","M.Jackson","Malcolm","Jackson",2017,NA,NA,NA,NA,NA,2,"DB","TEN","away","JAX",31.8144194756554
"54377","M.Jackson","Malik","Jackson",2018,NA,NA,NA,NA,NA,3,"DE","TEN","away","JAX",32.5321705426357
"54636","M.Johnson","Michael","Johnson",2017,NA,NA,NA,NA,2,4,"LB","BUF","away","CIN",28.762734082397
"54664","M.Johnson","Micah","Johnson",2017,NA,NA,NA,NA,2,4,"LB","CHI","away","CIN",30.6353260869565
"54713","M.Johnson","Michael","Johnson",2017,1,NA,NA,1,NA,1,"DE","CLE","home","CIN",32.759496124031
"54716","M.Johnson","Marquis","Johnson",2017,1,NA,NA,1,NA,1,"DB","CLE","home","CIN",32.759496124031
"55014","M.Johnson","Michael","Johnson",2018,NA,NA,NA,NA,NA,2,"LB","NO","away","CIN",29.468115942029
"55042","M.Johnson","Micah","Johnson",2018,NA,NA,NA,1,NA,NA,"LB","OAK","away","CIN",27.8532520325203
"55091","M.Johnson","Michael","Johnson",2017,NA,NA,NA,1,NA,3,"DE","PIT","away","CIN",34.5859848484848
"55094","M.Johnson","Marquis","Johnson",2017,NA,NA,NA,1,NA,3,"DB","PIT","away","CIN",34.5859848484848
"55220","M.Jordan","Michael","Jordan",2017,NA,NA,NA,NA,NA,1,"DB","HOU","home","CLE",29.4889534883721
"55231","M.Judon","Matthew","Judon",2018,NA,NA,NA,4,NA,4,"DE","CAR","home","BAL",33.3825396825397
"55245","M.Judon","Matthew","Judon",2017,NA,NA,NA,NA,0,1,"DE","JAX","home","BAL",27.1274193548387
"55260","M.Kemoeatu","Maake","Kemoeatu",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"55266","M.Kendricks","Mychal","Kendricks",2017,NA,NA,NA,NA,NA,1,"LB","DAL","away","PHI",31.509872611465
"55304","M.Lattimore","Marshon","Lattimore",2018,2,NA,1,NA,NA,4,"DB","ATL","away","NO",33.6652610441767
"55318","M.Lattimore","Marshon","Lattimore",2018,NA,NA,NA,2,NA,NA,"DB","CIN","home","NO",32.1262295081967
"55332","M.Lattimore","Marshon","Lattimore",2017,NA,NA,NA,NA,NA,4,"DB","MIN","home","NO",33.4300387596899
"55346","M.Lattimore","Marshon","Lattimore",2018,1,NA,NA,NA,NA,3,"DB","TB","away","NO",31.9961240310078
"55360","M.Lee","Mike","Lee",2018,NA,NA,NA,1,NA,1,"DB","ARI","home","OAK",28.8182222222222
"55388","M.Lee","Moe","Lee",2017,NA,NA,NA,1,NA,NA,"DB","DAL","away","OAK",29.9552742616034
"55402","M.Lee","Mike","Lee",2018,NA,NA,NA,3,NA,4,"DB","IND","away","OAK",30.7245519713262
"55430","M.Lee","Moe","Lee",2017,NA,NA,NA,1,NA,NA,"DB","LAC","home","OAK",29.1352713178295
"55444","M.Lee","Mike","Lee",2018,NA,NA,NA,NA,NA,1,"DB","MIA","home","OAK",28.6817204301075
"55472","M.Lee","Moe","Lee",2018,NA,NA,NA,NA,NA,1,"DB","OAK","away","SF",28.8074561403509
"55486","M.Lee","Mike","Lee",2017,NA,NA,NA,1,NA,NA,"DB","OAK","home","DAL",34.0052325581395
"55514","M.Lee","Moe","Lee",2018,NA,NA,NA,NA,NA,4,"DB","SEA","away","OAK",28.2717948717949
"55528","M.Lee","Mike","Lee",2017,NA,NA,NA,NA,NA,2,"DB","TEN","home","OAK",33.5108333333333
"55602","M.Milano","Matt","Milano",2018,1,1,NA,NA,NA,3,"LB","JAX","away","BUF",32.2636200716846
"55616","M.Milano","Matt","Milano",2017,NA,NA,NA,2,NA,1,"LB","OAK","away","BUF",30.4279835390947
"55801","M.Nzeocha","Mark","Nzeocha",2018,NA,NA,NA,NA,NA,2,"OLB","SEA","home","SF",30.8588607594937
"55806","M.Pennel","Mike","Pennel",2018,NA,NA,NA,2,NA,6,"DT","BUF","away","NYJ",28.3551724137931
"55820","M.Pennel","Mike","Pennel",2018,NA,NA,NA,NA,NA,1,"DT","MIA","home","NYJ",27.6522222222222
"55836","M.Peters","Marcus","Peters",2018,NA,NA,NA,NA,NA,1,"DB","DEN","home","LA",30.0418699186992
"55850","M.Peters","Marcus","Peters",2017,1,NA,1,NA,NA,2,"DB","MIA","away","KC",30.387323943662
"55864","M.Peters","Marcus","Peters",2018,1,1,NA,1,NA,1,"DB","OAK","home","LA",28.2746527777778
"55878","M.Peters","Marcus","Peters",2017,NA,NA,1,NA,NA,4,"DB","WAS","away","KC",27.9634328358209
"55890","M.Pierce","Michael","Pierce",2017,NA,NA,NA,1,NA,1,"DT","DET","away","BAL",31.4759920634921
"55904","M.Pierce","Michael","Pierce",2018,NA,NA,NA,1,0,2,"DT","TB","away","BAL",24.6441025641026
"55906","M.Raymond","Mistral","Raymond",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"55920","M.Sherels","Marcus","Sherels",2017,NA,NA,NA,NA,NA,1,"DB","BAL","away","MIN",33.0335185185185
"56050","M.Smith","Mike","Smith",2017,NA,NA,NA,NA,NA,1,"LB","GB","home","SEA",32.843399339934
"56060","M.Smith","Malik","Smith",2017,NA,NA,NA,NA,NA,1,"DB","GB","home","SEA",32.843399339934
"56085","M.Smith","Marcus","Smith",2018,NA,NA,NA,NA,0,1,"DE","GB","home","SF",33.1283154121864
"56088","M.Smith","Maurice","Smith",2018,NA,NA,NA,NA,0,1,"DB","GB","home","SF",33.1283154121864
"56102","M.Smith","Marcus","Smith",2017,NA,NA,NA,1,0,NA,"DB","HOU","away","SEA",29.1375850340136
"56113","M.Smith","Michael","Smith",2017,NA,NA,NA,1,0,NA,"DE","HOU","away","SEA",29.1375850340136
"56162","M.Smith","Malcolm","Smith",2017,NA,NA,NA,NA,NA,1,"LB","JAX","home","SEA",34.0195402298851
"56295","M.Smith","Marcus","Smith",2018,NA,NA,NA,2,NA,1,"DE","LAC","home","SF",30.2065134099617
"56428","M.Smith","Mike","Smith",2017,NA,NA,NA,NA,0,NA,"LB","PHI","away","SEA",32.2741379310345
"56438","M.Smith","Malik","Smith",2017,NA,NA,NA,NA,0,NA,"DB","PHI","away","SEA",32.2741379310345
"56463","M.Smith","Marcus","Smith",2017,NA,NA,NA,NA,NA,1,"DE","SEA","away","TEN",33.560350877193
"56466","M.Smith","Maurice","Smith",2017,NA,NA,NA,NA,NA,1,"DB","SEA","away","TEN",33.560350877193
"56480","M.Smith","Marcus","Smith",2018,NA,NA,NA,1,NA,3,"DB","SEA","home","SF",30.8588607594937
"56491","M.Smith","Michael","Smith",2018,NA,NA,NA,1,NA,3,"DE","SEA","home","SF",30.8588607594937
"56540","M.Smith","Malcolm","Smith",2018,NA,NA,NA,1,NA,2,"LB","TB","home","SF",29.921978021978
"56613","M.Spaight","Martrell","Spaight",2017,NA,NA,NA,NA,NA,1,"OLB","PHI","away","WAS",29.844061302682
"56634","M.Stewart","M.J.","Stewart",2018,1,NA,NA,NA,NA,2,"DB","CHI","home","TB",25.0997967479675
"56666","M.Te'o","Manti","Te'o",2018,NA,NA,NA,2,NA,1,"LB","CLE","away","NO",33.5430041152263
"56772","M.Thomas","Mychealon","Thomas",2018,NA,NA,NA,2,NA,NA,"DT","CAR","away","PIT",26.1120253164557
"56884","M.Thomas","Mychealon","Thomas",2017,NA,NA,NA,NA,NA,1,"DT","LA","home","PHI",28.5449494949495
"56996","M.Thomas","Mychealon","Thomas",2017,NA,NA,NA,1,NA,NA,"DT","MIA","home","OAK",33.9900793650794
"57108","M.Thomas","Mychealon","Thomas",2017,NA,NA,NA,NA,NA,1,"DT","NYJ","home","MIA",26.9537037037037
"57220","M.Thomas","Mychealon","Thomas",2018,NA,NA,NA,NA,NA,1,"DT","TB","home","PIT",31.1252747252747
"57296","M.Wilhoite","Michael","Wilhoite",2017,NA,NA,NA,1,NA,NA,"LB","LA","home","SEA",34.6128205128205
"57318","M.Wilkerson","Muhammad","Wilkerson",2017,NA,NA,NA,3,NA,1,"DT","OAK","home","NYJ",28.5706140350877
"57376","M.Williams","Marcus","Williams",2017,NA,NA,NA,1,NA,4,"DB","ATL","away","NO",33.4581300813008
"57402","M.Williams","Mick","Williams",2018,NA,NA,1,NA,NA,5,"DT","ATL","away","NO",33.6652610441767
"57439","M.Williams","Meshak","Williams",2017,1,1,NA,1,NA,5,"OLB","ATL","home","NO",31.9054934823091
"57600","M.Williams","Marcus","Williams",2017,NA,NA,NA,NA,NA,1,"DB","BUF","away","NYJ",32.6506666666667
"57626","M.Williams","Mick","Williams",2017,NA,NA,NA,NA,NA,1,"DT","BUF","home","NO",29.2530769230769
"57663","M.Williams","Meshak","Williams",2017,NA,1,NA,1,NA,NA,"OLB","CAR","home","NO",30.1100456621005
"57824","M.Williams","Marcus","Williams",2017,1,NA,NA,NA,NA,3,"DB","CLE","away","HOU",30.4257751937985
"57850","M.Williams","Mick","Williams",2018,1,1,NA,NA,NA,4,"DT","CLE","away","NO",33.5430041152263
"57887","M.Williams","Meshak","Williams",2017,NA,NA,NA,NA,NA,4,"OLB","CLE","home","NYJ",29.607037037037
"58048","M.Williams","Marcus","Williams",2018,NA,NA,NA,1,NA,2,"DB","LA","away","NO",31.6777083333333
"58074","M.Williams","Mick","Williams",2017,NA,NA,NA,NA,NA,2,"DT","LA","home","HOU",32.2659090909091
"58111","M.Williams","Meshak","Williams",2017,NA,NA,NA,NA,NA,5,"OLB","LA","home","NO",30.9982993197279
"58272","M.Williams","Marcus","Williams",2018,1,NA,NA,NA,NA,5,"DB","MIN","home","NO",30.9952941176471
"58298","M.Williams","Mick","Williams",2017,NA,NA,NA,1,NA,3,"DT","NE","away","NO",29.5790816326531
"58335","M.Williams","Meshak","Williams",2018,NA,NA,NA,NA,NA,1,"OLB","NYG","home","NO",33.1679824561404
"58496","M.Williams","Marcus","Williams",2017,1,1,NA,NA,NA,4,"DB","SEA","home","HOU",34.7376404494382
"58522","M.Williams","Mick","Williams",2018,NA,NA,NA,NA,NA,1,"DT","TB","away","BAL",24.6441025641026
"58559","M.Williams","Meshak","Williams",2017,NA,NA,NA,NA,NA,3,"OLB","TB","away","NO",29.1152941176471
"58720","M.Williams","Marcus","Williams",2017,1,NA,NA,1,NA,6,"DB","WAS","away","NO",33.896875
"58746","M.Williams","Mick","Williams",2018,NA,NA,NA,NA,NA,1,"DT","WAS","away","NO",26.6308016877637
"58766","M.Wilson","Martez","Wilson",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"58794","N.Bellore","Nick","Bellore",2018,NA,NA,NA,NA,NA,1,"LB","SF","home","DET",32.1738372093023
"58808","N.Bowman","Navorro","Bowman",2017,1,1,NA,3,NA,2,"LB","DEN","away","OAK",32.5446666666667
"58822","N.Bradham","Nigel","Bradham",2017,2,NA,NA,1,NA,7,"LB","CAR","home","PHI",33.9836666666667
"58836","N.Bradham","Nigel","Bradham",2018,NA,NA,NA,1,NA,2,"LB","NYG","away","PHI",26.9792682926829
"58858","N.Fairley","Nick","Fairley",2017,NA,NA,NA,1,1,2,"DT","ATL","home","NO",31.9054934823091
"58864","N.Gerry","Nate","Gerry",2018,NA,NA,NA,1,NA,3,"LB","DAL","home","PHI",35.5715277777778
"58878","N.Goode","Najee","Goode",2017,NA,NA,NA,NA,NA,1,"LB","PHI","home","SF",29.4303921568627
"58888","N.Hairston","Nate","Hairston",2017,NA,NA,NA,NA,0,NA,"DB","CIN","home","IND",30.8222972972973
"58902","N.Hairston","Nate","Hairston",2018,NA,NA,NA,2,NA,2,"DB","WAS","home","IND",34.176268115942
"58906","N.Hewitt","Neville","Hewitt",2018,NA,NA,NA,NA,NA,1,"LB","CHI","home","NYJ",33.3774509803922
"58942","N.Jones","Nazair","Jones",2018,NA,NA,NA,1,NA,1,"DT","CAR","home","SEA",31.7915584415584
"58944","N.Jones","Nathan","Jones",2018,NA,NA,NA,NA,NA,1,"DB","CHI","home","SEA",29.5399176954733
"59004","N.Kwiatkoski","Nick","Kwiatkoski",2017,NA,NA,NA,3,NA,8,"LB","MIN","home","CHI",29.2646551724138
"59014","N.Lawson","Nevin","Lawson",2017,NA,NA,NA,1,NA,3,"DB","BAL","home","DET",30.1757751937985
"59028","N.Lawson","Nevin","Lawson",2018,NA,NA,NA,1,NA,3,"DB","LA","away","DET",30.7774621212121
"59046","N.Morrow","Nate","Morrow",2018,NA,NA,NA,NA,1,3,"LB","BAL","home","OAK",32.15
"59060","N.Morrow","Nate","Morrow",2018,NA,NA,NA,1,NA,6,"LB","KC","away","OAK",33.3947916666667
"59074","N.Morrow","Nate","Morrow",2017,NA,NA,NA,3,NA,3,"LB","NYG","away","OAK",29.9234939759036
"59088","N.Morrow","Nate","Morrow",2018,NA,NA,NA,NA,NA,1,"LB","OAK","home","IND",33.0698529411765
"59109","N.Orchard","Nate","Orchard",2017,NA,NA,NA,1,1,1,"DE","IND","home","CLE",31.8602836879433
"59130","N.Perry","Nick","Perry",2017,NA,NA,NA,NA,0,NA,"LB","BAL","away","GB",32.1116883116883
"59144","N.Perry","Nick","Perry",2017,NA,NA,NA,1,1,1,"LB","DET","home","GB",29.5987341772152
"59158","N.Perry","Nick","Perry",2017,NA,NA,NA,NA,1,1,"LB","SEA","away","GB",29.3828358208955
"59196","N.Robey-Coleman","Nickell","Robey-Coleman",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"59214","N.Stupar","Nathan","Stupar",2018,NA,NA,NA,NA,NA,1,"LB","WAS","home","NYG",28.4921568627451
"59222","N.Suh","Ndamukong","Suh",2018,NA,NA,NA,NA,NA,2,"DT","DEN","home","LA",30.0418699186992
"59236","N.Suh","Ndamukong","Suh",2018,NA,NA,NA,NA,0,2,"DT","OAK","home","LA",28.2746527777778
"59252","N.Thorpe","Neiko","Thorpe",2017,NA,NA,NA,NA,NA,1,"DB","SEA","home","ARI",34.155625
"59270","N.Vigil","Nick","Vigil",2017,NA,NA,NA,4,NA,2,"LB","GB","home","CIN",35.5282986111111
"59291","O.Pierre","Olsen","Pierre",2017,NA,NA,NA,NA,0,3,"DE","HOU","home","ARI",32.1610486891386
"59305","O.Pierre","Olsen","Pierre",2018,NA,NA,NA,1,NA,1,"DE","SF","away","ARI",32.0623106060606
"59322","O.Scandrick","Orlando","Scandrick",2018,1,NA,NA,NA,NA,2,"DB","LA","home","KC",31.2354938271605
"59347","O.Vernon","Olivier","Vernon",2018,NA,NA,NA,NA,0,2,"DE","PHI","home","NYG",33.8221568627451
"59364","P.Amukamara","Prince","Amukamara",2018,4,2,4,2,NA,14,"DB","DET","away","CHI",32.7621863799283
"59378","P.Amukamara","Prince","Amukamara",2018,1,NA,NA,NA,NA,4,"DB","NYG","home","CHI",35.8719858156028
"59546","P.Buchanon","Phillip","Buchanon",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"59602","P.Desir","Pierre","Desir",2018,NA,NA,NA,2,NA,1,"DB","NE","home","IND",28.545652173913
"59656","P.Hall","P.J.","Hall",2018,NA,NA,NA,NA,0,1,"DT","SEA","away","OAK",28.2717948717949
"59662","P.Kruger","Paul","Kruger",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"59669","P.McPhee","Pernell","McPhee",2017,NA,NA,NA,NA,NA,3,"DE","DET","away","CHI",32.6438034188034
"59686","P.Nickerson","Parry","Nickerson",2018,NA,NA,NA,1,NA,NA,"DB","CLE","home","NYJ",31.7189473684211
"59704","P.Onwuasor","Patrick","Onwuasor",2017,NA,NA,NA,1,NA,5,"LB","CIN","away","BAL",28.5755775577558
"59718","P.Onwuasor","Patrick","Onwuasor",2017,NA,NA,NA,NA,NA,3,"LB","MIA","away","BAL",29.1752873563218
"59742","P.Peterson","Patrick","Peterson",2017,NA,NA,NA,NA,NA,3,"DB","LA","home","ARI",31.0663904235727
"59756","P.Peterson","Patrick","Peterson",2017,1,NA,NA,NA,NA,1,"DB","TB","away","ARI",33.0893258426966
"59760","P.Posluszny","Paul","Posluszny",2017,1,NA,NA,2,NA,3,"LB","ARI","home","JAX",33.3452861952862
"59774","P.Posluszny","Paul","Posluszny",2017,NA,NA,NA,2,NA,3,"LB","TEN","home","JAX",35.190074906367
"59798","P.Robinson","Patrick","Robinson",2017,2,1,NA,NA,NA,2,"DB","DEN","away","PHI",29.7246296296296
"59812","P.Robinson","Patrick","Robinson",2017,1,NA,NA,1,NA,NA,"DB","SEA","home","PHI",31.3
"59966","P.Thompson","Peyton","Thompson",2017,NA,NA,NA,NA,NA,1,"DB","JAX","away","CLE",29.8750825082508
"59980","P.Thompson","Peyton","Thompson",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"60022","P.Williams","P.J.","Williams",2018,NA,NA,NA,NA,NA,5,"DB","ATL","home","NO",31.3631481481481
"60092","P.Williams","P.J.","Williams",2018,NA,NA,NA,1,0,2,"DB","DAL","home","NO",29.9590038314176
"60162","P.Williams","P.J.","Williams",2018,2,NA,NA,NA,NA,2,"DB","PHI","away","NO",31.7571428571429
"60222","P.Worrilow","Paul","Worrilow",2017,NA,NA,NA,NA,NA,1,"LB","GB","away","DET",32.4435483870968
"60243","Q.Dial","Quinton","Dial",2017,NA,NA,NA,1,NA,1,"DE","MIN","home","GB",27.6140625
"60260","Q.Diggs","Quandre","Diggs",2018,1,NA,NA,1,NA,2,"DB","DAL","home","DET",35.3291187739464
"60274","Q.Diggs","Quandre","Diggs",2018,NA,NA,NA,NA,NA,5,"DB","SEA","away","DET",32.0243902439024
"60314","Q.Jefferson","Quinton","Jefferson",2017,NA,NA,NA,1,0,NA,"DT","PHI","away","SEA",32.2741379310345
"60330","Q.Rollins","Quinten","Rollins",2017,1,NA,NA,NA,NA,NA,"DB","MIN","home","GB",27.6140625
"60372","R.Alford","Robert","Alford",2018,NA,NA,NA,2,NA,6,"DB","CLE","home","ATL",30.5720720720721
"60386","R.Alford","Robert","Alford",2017,1,NA,NA,NA,NA,3,"DB","NYJ","home","ATL",30.2280487804878
"60516","R.Armstrong","Ray-Ray","Armstrong",2017,NA,NA,1,NA,NA,1,"LB","NYG","away","OAK",29.9234939759036
"60524","R.Ash","Richard","Ash",2017,NA,NA,NA,NA,NA,1,"DT","LAC","away","DAL",33.1922619047619
"60565","R.Blair","Ronald","Blair",2017,NA,NA,NA,1,0,4,"DE","SEA","away","SF",31.4330426356589
"60708","R.Darby","Ronald","Darby",2018,3,NA,NA,NA,NA,4,"DB","CAR","away","PHI",36.1308888888889
"60722","R.Darby","Ronald","Darby",2018,NA,1,NA,1,NA,7,"DB","TB","home","PHI",32.391875
"60806","R.Davis","Rashied","Davis",2017,NA,NA,NA,NA,NA,1,"DB","KC","home","BUF",32.8991452991453
"60826","R.Davis","Rulon","Davis",2017,NA,NA,NA,NA,0,NA,"DL","LAC","home","BUF",29.8977192982456
"60845","R.Davis","Ryan","Davis",2017,NA,NA,NA,2,1,2,"DE","MIA","away","BUF",34.3373626373626
"60932","R.Davis","Rashied","Davis",2017,NA,NA,NA,1,NA,NA,"DB","OAK","away","BUF",30.4279835390947
"60952","R.Davis","Rulon","Davis",2017,NA,NA,1,NA,1,3,"DL","TB","away","BUF",30.5098148148148
"60971","R.Davis","Ryan","Davis",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"60988","R.Douglas","Rasul","Douglas",2017,NA,NA,NA,1,NA,3,"DB","DAL","away","PHI",31.509872611465
"61002","R.Douglas","Rasul","Douglas",2017,NA,NA,NA,NA,NA,2,"DB","LAC","home","PHI",28.5654166666667
"61048","R.Foster","Reuben","Foster",2017,NA,NA,NA,NA,NA,7,"LB","CHI","home","SF",29.3214285714286
"61132","R.Gilbert","Reggie","Gilbert",2018,NA,NA,NA,1,NA,NA,"LB","NE","home","GB",30.6507662835249
"61156","R.Greene","Raven","Greene",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"61168","R.Gunter","Rodney","Gunter",2018,1,NA,1,1,NA,2,"DT","LAC","home","ARI",31.227519379845
"61230","R.Humber","Ramon","Humber",2018,NA,NA,NA,NA,NA,1,"LB","BUF","home","LAC",32.1526422764228
"61244","R.Humber","Ramon","Humber",2017,NA,NA,NA,4,NA,8,"LB","NYJ","away","BUF",33.5266666666667
"61266","R.Jean Francois","Ricky Jean","Francois",2018,NA,NA,NA,NA,NA,1,"DT","MIN","home","DET",30.2002525252525
"61373","R.Johnson","Randell","Johnson",NA,NA,NA,NA,NA,NA,NA,"OLB",NA,NA,NA,NA
"61408","R.Jones","Reggie","Jones",2017,NA,NA,NA,NA,NA,3,"DB","BAL","home","MIA",28.6456349206349
"61520","R.Jones","Rushen","Jones",2018,2,NA,NA,1,NA,7,"DB","CIN","home","MIA",32.2286919831224
"61559","R.Jones","Ronald","Jones",2018,NA,NA,NA,NA,NA,5,"DE","DET","away","MIA",32.1926666666667
"61562","R.Jones","Ryan","Jones",2018,NA,NA,NA,NA,NA,5,"DB","DET","away","MIA",32.1926666666667
"61674","R.Jones","Reggie","Jones",2018,NA,NA,NA,NA,NA,4,"DB","MIN","home","MIA",27.6421568627451
"61786","R.Jones","Rushen","Jones",2018,NA,NA,NA,NA,NA,1,"DB","NYJ","away","MIA",35.6972222222222
"61825","R.Jones","Ronald","Jones",2018,NA,NA,NA,1,NA,2,"DE","NYJ","home","MIA",30.0261044176707
"61828","R.Jones","Ryan","Jones",2018,NA,NA,NA,1,NA,2,"DB","NYJ","home","MIA",30.0261044176707
"61916","R.Kerrigan","Ryan","Kerrigan",2018,NA,NA,NA,NA,2,1,"LB","HOU","away","WAS",33.1761603375527
"61930","R.Kerrigan","Ryan","Kerrigan",2018,NA,NA,NA,NA,NA,2,"LB","PHI","home","WAS",29.6371212121212
"61965","R.Lewis","Ronnell","Lewis",2018,1,NA,NA,NA,NA,2,"DE","MIN","home","BUF",35.6552742616034
"61996","R.Lewis","Reggie","Lewis",2017,NA,NA,NA,NA,NA,1,"DB","NYG","home","LA",26.6333333333333
"62024","R.Marshall","Richard","Marshall",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"62042","R.Maualuga","Rey","Maualuga",2017,NA,NA,NA,1,NA,2,"LB","TEN","away","MIA",27.5136546184739
"62056","R.McClain","Rolando","McClain",2017,1,1,NA,2,NA,3,"LB","DET","away","TB",32.7179924242424
"62070","R.McClain","Rolando","McClain",2017,1,NA,NA,NA,NA,4,"LB","NYG","away","TB",28.2493333333333
"62086","R.McIntosh","RJ","McIntosh",NA,NA,NA,NA,NA,NA,NA,"DL",NA,NA,NA,NA
"62126","R.McMillan","Raekwon","McMillan",2018,NA,NA,NA,NA,NA,5,"LB","CHI","away","MIA",33.8864341085271
"62140","R.McMillan","Raekwon","McMillan",2018,NA,NA,NA,3,NA,4,"LB","NE","away","MIA",31.1645631067961
"62164","R.Melvin","Rashaan","Melvin",2017,NA,NA,NA,NA,NA,6,"DB","LA","home","IND",30.8961240310078
"62220","R.Murray","Rico","Murray",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"62248","R.Nelson","Rhett","Nelson",2018,1,1,NA,NA,NA,1,"DB","CLE","away","OAK",33.7808411214953
"62290","R.Nelson","Robert","Nelson",2018,NA,NA,NA,NA,NA,4,"DB","LA","away","OAK",34.9602880658436
"62318","R.Nelson","Rhett","Nelson",2017,NA,NA,NA,1,NA,3,"DB","NE","away","OAK",28.3952380952381
"62360","R.Nelson","Robert","Nelson",2017,NA,NA,NA,NA,NA,2,"DB","WAS","home","OAK",29.2716475095785
"62372","R.Nkemdiche","Robert","Nkemdiche",2018,NA,NA,NA,NA,NA,4,"DT","SEA","away","ARI",30.5119318181818
"62385","R.Okwara","Romeo","Okwara",2017,NA,NA,NA,NA,0,NA,"DE","LAC","away","NYG",32.1881666666667
"62512","R.Pickett","Ryan","Pickett",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"62525","R.Quinn","Robert","Quinn",2017,NA,NA,NA,NA,NA,1,"DE","DAL","home","LA",30.4395348837209
"62539","R.Quinn","Robert","Quinn",2017,NA,NA,NA,NA,NA,3,"DE","MIN","home","LA",32.6433673469388
"62553","R.Quinn","Robert","Quinn",2018,NA,NA,NA,1,0,2,"DE","OAK","away","MIA",32.9525510204082
"62567","R.Robertson-Harris","Roy","Robertson-Harris",2017,1,NA,NA,NA,NA,NA,"DE","ATL","away","CHI",29.6623287671233
"62581","R.Robertson-Harris","Roy","Robertson-Harris",2018,NA,NA,NA,1,NA,2,"DE","SEA","away","CHI",33.8950191570881
